date,symbol,open,high,low,close,volume,change,changePercent,vwap,changeOverTime,label,unadjustedVolume,adjClose
2021-07-07,META,355.26,356.49,350.0,350.49,14218900,-4.77,-1.34,353.06,0.4268441621885688,2021-07-07,14218900,350.49
2021-07-08,META,345.73,348.33,342.56,345.65,14406500,-0.08,-0.02313944,345.5675,0.40714053085816637,2021-07-08,14406500,345.65
2021-07-09,META,345.32,350.71,345.27,350.42,13018700,5.1,1.48,347.93,0.42655919231395556,2021-07-09,13018700,350.42
2021-07-12,META,351.23,354.19,349.64,353.16,10018624,1.93,0.5495,352.055,0.43771372740596015,2021-07-12,10018624,353.16
2021-07-13,META,351.5,358.49,348.8,352.09,11456000,0.59,0.16785,352.72,0.4333577593225859,2021-07-13,11456000,352.09
2021-07-14,META,354.56,355.2,346.73,347.63,13894221,-6.93,-1.95,351.03,0.41520110731151294,2021-07-14,13894221,347.63
2021-07-15,META,349.23,349.23,340.22,344.46,14781600,-4.77,-1.37,345.785,0.4022960429897411,2021-07-15,14781600,344.46
2021-07-16,META,344.91,345.99,340.14,341.16,11026100,-3.75,-1.09,343.05,0.3888617489008306,2021-07-16,11026100,341.16
2021-07-19,META,337.57,339.79,334.54,336.95,14372345,-0.62,-0.18367,337.2125,0.37172284644194753,2021-07-19,14372345,336.95
2021-07-20,META,338.8,343.45,334.5,341.66,11024300,2.86,0.84416,339.6025,0.3908972480052111,2021-07-20,11024300,341.66
2021-07-21,META,341.5,346.52,341.25,346.23,9279700,4.73,1.39,343.875,0.40950170981924794,2021-07-21,9279700,346.23
2021-07-22,META,346.68,351.54,345.21,351.19,12385441,4.51,1.3,348.655,0.4296938609347012,2021-07-22,12385441,351.19
2021-07-23,META,360.91,375.33,357.19,369.79,33694328,8.88,2.46,365.805,0.505414427617652,2021-07-23,33694328,369.79
2021-07-26,META,369.58,374.44,368.22,372.46,14925222,2.88,0.77926,371.175,0.5162839928350431,2021-07-26,14925222,372.46
2021-07-27,META,371.91,373.15,364.55,367.81,15705447,-4.1,-1.1,369.355,0.49735385116430564,2021-07-27,15705447,367.81
2021-07-28,META,374.56,377.55,366.93,373.28,29676910,-1.28,-0.34173,373.08,0.519622211366227,2021-07-28,29676910,373.28
2021-07-29,META,361.0,365.52,356.74,358.32,33413244,-2.68,-0.74238,360.395,0.45872007816316573,2021-07-29,33413244,358.32
2021-07-30,META,354.0,360.73,352.94,356.3,15976200,2.3,0.64972,355.9925,0.45049666178146897,2021-07-30,15976200,356.3
2021-08-02,META,358.1,359.4,350.74,351.95,13180439,-6.15,-1.72,355.0475,0.43278781957335943,2021-08-02,13180439,351.95
2021-08-03,META,352.73,353.77,347.7,351.24,12406100,-1.49,-0.42242,351.36,0.42989741084513944,2021-08-03,12406100,351.24
2021-08-04,META,352.42,360.48,351.51,358.92,14180600,6.5,1.84,355.8325,0.4611626770884223,2021-08-04,14180600,358.92
2021-08-05,META,359.64,363.9,356.9,362.97,10247207,3.33,0.92593,360.8525,0.47765021983390343,2021-08-05,10247207,362.97
2021-08-06,META,361.4,365.15,361.4,363.51,8925017,2.11,0.58384,362.865,0.47984855886663413,2021-08-06,8925017,363.51
2021-08-09,META,363.76,365.78,360.75,361.61,7798900,-2.15,-0.59105,362.975,0.47211366226998863,2021-08-09,7798900,361.61
2021-08-10,META,361.83,364.1,359.04,361.13,7469900,-0.695,-0.19346,361.525,0.47015958312978356,2021-08-10,7469900,361.13
2021-08-11,META,362.1,362.36,357.81,359.96,8400332,-2.14,-0.591,360.5575,0.46539651522553327,2021-08-11,8400332,359.96
2021-08-12,META,358.45,363.0,357.11,362.65,7175206,4.2,1.17,360.3025,0.47634750040709983,2021-08-12,7175206,362.65
2021-08-13,META,362.97,364.66,361.48,363.18,7195724,0.21,0.05785602,363.0725,0.47850512945774315,2021-08-13,7195724,363.18
2021-08-16,META,362.52,366.95,357.38,366.56,11232269,4.04,1.11,363.3525,0.4922651034033545,2021-08-16,11232269,366.56
2021-08-17,META,362.98,364.67,355.07,358.45,12328737,-4.53,-1.25,360.2925,0.4592493079303046,2021-08-17,12328737,358.45
2021-08-18,META,356.25,359.86,355.15,355.45,10042400,-0.8,-0.22456,356.6775,0.44703631330402227,2021-08-18,10042400,355.45
2021-08-19,META,351.35,357.57,351.0,355.12,12004535,3.77,1.07,353.76,0.4456928838951313,2021-08-19,12004535,355.12
2021-08-20,META,354.6,359.99,353.31,359.37,8697700,4.77,1.35,356.8175,0.46299462628236454,2021-08-20,8697700,359.37
2021-08-23,META,359.44,365.69,359.1,363.35,10942007,3.91,1.09,361.895,0.47919719915323244,2021-08-23,10942007,363.35
2021-08-24,META,363.66,367.96,361.84,365.51,9235148,1.85,0.50872,364.7425,0.4879905552841557,2021-08-24,9235148,365.51
2021-08-25,META,365.6,370.86,365.4,368.39,9684519,2.79,0.76313,367.5625,0.49971503012538676,2021-08-25,9684519,368.39
2021-08-26,META,368.38,369.44,364.13,364.38,7888700,-4.0,-1.09,366.5825,0.48339032730825604,2021-08-26,7888700,364.38
2021-08-27,META,365.1,373.74,364.08,372.63,11219142,7.53,2.06,368.8875,0.5169760625305326,2021-08-27,11219142,372.63
2021-08-30,META,372.56,381.49,370.52,380.66,13547300,8.1,2.17,376.3075,0.5496661781468819,2021-08-30,13547300,380.66
2021-08-31,META,379.95,382.76,378.8,379.38,12345400,-0.57,-0.15002,380.2225,0.5444553004396679,2021-08-31,12345400,379.38
2021-09-01,META,379.59,384.33,378.81,382.05,11567200,2.46,0.64807,381.195,0.5553248656570593,2021-09-01,11567200,382.05
2021-09-02,META,381.5,381.75,374.06,375.28,14838274,-6.22,-1.63,378.1475,0.5277642077837486,2021-09-02,14838274,375.28
2021-09-03,META,374.75,377.16,373.11,376.26,7511356,1.51,0.40294,375.32,0.5317537860283341,2021-09-03,7511356,376.26
2021-09-07,META,375.88,382.96,373.15,382.18,10798920,6.3,1.68,378.5425,0.5558540954241982,2021-09-07,10798920,382.18
2021-09-08,META,380.16,380.87,374.79,377.57,11067200,-2.59,-0.68129,378.3475,0.5370867936818109,2021-09-08,11067200,377.57
2021-09-09,META,377.64,379.83,376.57,378.0,9098941,0.36,0.09532888,378.01,0.5388373229115779,2021-09-09,9098941,378.0
2021-09-10,META,381.36,383.79,378.26,378.69,11549600,-2.67,-0.70013,380.525,0.5416463116756229,2021-09-10,11549600,378.69
2021-09-13,META,381.68,381.75,374.35,376.51,13026300,-5.17,-1.35,378.5725,0.5327715355805245,2021-09-13,13026300,376.51
2021-09-14,META,377.4,378.59,375.11,376.53,8711600,-0.87,-0.23052,376.9075,0.5328529555446995,2021-09-14,8711600,376.53
2021-09-15,META,377.0,377.56,367.67,373.92,17940300,-3.08,-0.81698,374.0375,0.522227650219834,2021-09-15,17940300,373.92
2021-09-16,META,372.79,373.56,369.71,373.06,11934217,0.27,0.07242684,372.28,0.5187265917602997,2021-09-16,11934217,373.06
2021-09-17,META,371.41,371.41,361.59,364.72,26299000,-6.68,-1.8,367.2825,0.48477446669923485,2021-09-17,26299000,364.72
2021-09-20,META,359.3,361.03,349.8,355.7,19822800,-3.6,-1.0,356.4575,0.4480540628562124,2021-09-20,19822800,355.7
2021-09-21,META,358.5,360.04,355.19,357.48,11751917,-1.02,-0.28452,357.8025,0.45530043966780664,2021-09-21,11751917,357.48
2021-09-22,META,347.23,349.84,340.69,343.21,43692900,-4.02,-1.16,345.2425,0.39720729522879017,2021-09-22,43692900,343.21
2021-09-23,META,345.36,349.67,343.0,345.96,21806300,0.605,0.17373,345.9975,0.40840254030288237,2021-09-23,21806300,345.96
2021-09-24,META,343.24,354.35,342.37,352.96,18801933,9.72,2.83,348.23,0.4368995277642078,2021-09-24,18801933,352.96
2021-09-27,META,349.81,355.15,347.08,353.58,15205843,3.77,1.08,351.405,0.4394235466536396,2021-09-27,15205843,353.58
2021-09-28,META,347.97,349.6,338.92,340.65,21710300,-7.32,-2.1,344.285,0.3867855398143625,2021-09-28,21710300,340.65
2021-09-29,META,343.15,345.23,338.88,339.61,14452241,-3.54,-1.03,341.7175,0.3825517016772515,2021-09-29,14452241,339.61
2021-09-30,META,340.45,342.8,338.15,339.39,16547100,-1.06,-0.31135,340.1975,0.38165608207132395,2021-09-30,16547100,339.39
2021-10-01,META,341.61,345.02,338.64,343.01,14905311,1.4,0.40982,342.07,0.39639309558703806,2021-10-01,14905311,343.01
2021-10-04,META,335.53,335.94,322.7,326.23,42885000,-9.3,-2.77,330.1,0.32808174564403214,2021-10-04,42885000,326.23
2021-10-05,META,328.58,335.18,326.16,332.96,35377947,4.38,1.33,330.72,0.355479563588992,2021-10-05,35377947,332.96
2021-10-06,META,329.74,334.38,325.8,333.64,26443010,3.9,1.18,330.89,0.3582478423709494,2021-10-06,26443010,333.64
2021-10-07,META,337.0,338.84,328.98,329.22,28307500,-7.78,-2.31,333.51,0.34025403028822687,2021-10-07,28307500,329.22
2021-10-08,META,331.51,333.4,328.71,330.05,15946110,-1.46,-0.44041,330.9175,0.34363295880149836,2021-10-08,15946110,330.05
2021-10-11,META,327.63,330.46,325.31,325.45,14708224,-2.18,-0.66538,327.2125,0.32490636704119846,2021-10-11,14708224,325.45
2021-10-12,META,323.03,324.38,317.37,323.77,31658700,0.74,0.22908,322.1375,0.3180670900504803,2021-10-12,31658700,323.77
2021-10-13,META,326.97,327.0,322.66,324.54,14761500,-2.43,-0.74319,325.2925,0.32120175867122636,2021-10-13,14761500,324.54
2021-10-14,META,328.36,330.52,327.1,328.53,14302200,0.175,0.05177244,328.6275,0.33744504152418164,2021-10-14,14302200,328.53
2021-10-15,META,328.68,329.07,322.51,324.76,21596400,-3.92,-1.19,326.255,0.3220973782771537,2021-10-15,21596400,324.76
2021-10-18,META,328.95,335.89,327.5,335.34,21585018,6.39,1.94,331.92,0.3651685393258426,2021-10-18,21585018,335.34
2021-10-19,META,339.65,342.46,337.28,339.99,18786316,0.345,0.1001,339.845,0.3840986809965805,2021-10-19,18786316,339.99
2021-10-20,META,343.45,343.98,339.45,340.78,13639500,-2.67,-0.77741,341.915,0.38731476958150135,2021-10-20,13639500,340.78
2021-10-21,META,340.28,342.31,337.8,341.88,16354423,1.61,0.4702,340.5675,0.3917928676111384,2021-10-21,16354423,341.88
2021-10-22,META,326.35,329.63,321.11,324.61,35224543,-1.74,-0.53317,325.425,0.3214867285458396,2021-10-22,35224543,324.61
2021-10-25,META,320.3,329.56,319.72,328.69,38409000,8.39,2.62,324.5675,0.33809640123758355,2021-10-25,38409000,328.69
2021-10-26,META,328.26,330.21,309.6,315.81,65654043,-12.45,-3.79,320.97,0.2856619443087445,2021-10-26,65654043,315.81
2021-10-27,META,314.19,319.25,312.06,312.22,29971800,-1.97,-0.62701,314.43,0.2710470607392934,2021-10-27,29971800,312.22
2021-10-28,META,312.99,325.52,308.11,316.92,50806840,3.93,1.26,315.885,0.29018075232046914,2021-10-28,50806840,316.92
2021-10-29,META,320.19,326.0,319.6,323.57,37059400,3.38,1.06,322.34,0.31725289040872817,2021-10-29,37059400,323.57
2021-11-01,META,326.04,333.45,326.0,329.98,31518900,3.94,1.21,328.8675,0.3433479889268851,2021-11-01,31518900,329.98
2021-11-02,META,331.38,334.79,323.8,328.08,28353000,-3.3,-0.99584,329.5125,0.3356130923302394,2021-11-02,28353000,328.08
2021-11-03,META,327.49,332.15,323.2,331.62,20786502,4.13,1.26,328.615,0.35002442598925265,2021-11-03,20786502,331.62
2021-11-04,META,334.01,337.27,332.65,335.85,22495300,1.84,0.55088,334.945,0.3672447484123109,2021-11-04,22495300,335.85
2021-11-05,META,340.31,346.79,339.64,341.13,26872817,0.82,0.24096,341.9675,0.38873961895456777,2021-11-05,26872817,341.13
2021-11-08,META,344.42,344.79,338.34,338.62,18342500,-5.8,-1.68,341.5425,0.3785214134505781,2021-11-08,18342500,338.62
2021-11-09,META,340.0,341.31,334.47,335.37,17556721,-4.63,-1.36,337.7875,0.36529066927210563,2021-11-09,17556721,335.37
2021-11-10,META,332.49,333.19,325.51,327.64,21872605,-4.85,-1.46,329.7075,0.33382185311838475,2021-11-10,21872605,327.64
2021-11-11,META,329.82,332.46,327.0,327.74,12376600,-2.08,-0.63065,329.255,0.3342289529392608,2021-11-11,12376600,327.74
2021-11-12,META,330.18,341.86,329.78,340.89,25414311,10.71,3.24,335.6775,0.387762579384465,2021-11-12,25414311,340.89
2021-11-15,META,344.34,353.65,343.2,347.56,25076603,3.22,0.93512,347.1875,0.4149161374368997,2021-11-15,25076603,347.56
2021-11-16,META,343.83,346.65,340.87,342.96,18181106,-0.87,-0.25303,343.5775,0.3961895456765998,2021-11-16,18181106,342.96
2021-11-17,META,344.24,347.3,340.1,340.77,13602812,-3.47,-1.01,343.1025,0.38727405959941374,2021-11-17,13602812,340.77
2021-11-18,META,339.72,342.46,335.3,338.69,17487235,-1.03,-0.30319,339.0425,0.37880638332519134,2021-11-18,17487235,338.69
2021-11-19,META,342.2,352.1,339.9,345.3,26488541,3.1,0.9059,344.875,0.4057156814851002,2021-11-19,26488541,345.3
2021-11-22,META,349.05,353.83,340.51,341.01,27116811,-8.04,-2.3,346.1,0.3882510991695165,2021-11-22,27116811,341.01
2021-11-23,META,338.93,341.4,333.5,337.25,17225000,-1.68,-0.49568,337.77,0.3729441459045759,2021-11-23,17225000,337.25
2021-11-24,META,336.0,341.78,332.81,341.06,13566200,5.06,1.51,337.9125,0.38845464907995453,2021-11-24,13566200,341.06
2021-11-26,META,335.8,337.75,331.9,333.12,14750737,-2.68,-0.79809,334.6425,0.35613092330239393,2021-11-26,14750737,333.12
2021-11-29,META,336.89,340.67,335.31,338.03,16650949,1.14,0.33839,337.725,0.37611952450740915,2021-11-29,16650949,338.03
2021-11-30,META,335.0,335.81,323.43,324.46,25390008,-10.54,-3.15,329.675,0.3208760788145253,2021-11-30,25390008,324.46
2021-12-01,META,330.29,330.5,310.29,310.6,30384083,-19.69,-5.96,320.42,0.26445204364110086,2021-12-01,30384083,310.6
2021-12-02,META,311.4,314.6,307.2,310.39,24396200,-1.01,-0.32434,310.8975,0.26359713401726115,2021-12-02,24396200,310.39
2021-12-03,META,313.73,313.75,299.5,306.84,27471010,-6.89,-2.2,308.455,0.24914509037616028,2021-12-03,27471010,306.84
2021-12-06,META,308.13,320.1,306.34,317.87,21758340,9.74,3.16,313.11,0.2940482006187919,2021-12-06,21758340,317.87
2021-12-07,META,321.57,326.54,321.0,322.81,18794047,1.24,0.38561,322.98,0.31415893177007015,2021-12-07,18794047,322.81
2021-12-08,META,325.0,332.75,323.07,330.56,19937722,5.56,1.71,327.845,0.34570916788796624,2021-12-08,19937722,330.56
2021-12-09,META,329.54,336.13,328.0,329.82,16879200,0.28,0.08496692,330.8725,0.3426966292134832,2021-12-09,16879200,329.82
2021-12-10,META,332.56,335.03,326.37,329.75,14528000,-2.81,-0.84496,330.9275,0.34241165933886997,2021-12-10,14528000,329.75
2021-12-13,META,330.95,341.09,329.59,334.49,22948700,3.54,1.07,334.03,0.3617081908483961,2021-12-13,22948700,334.49
2021-12-14,META,328.05,335.7,327.65,333.74,20461024,5.69,1.73,331.285,0.3586549421918255,2021-12-14,20461024,333.74
2021-12-15,META,332.49,342.11,323.98,341.66,24681326,9.17,2.76,335.06,0.3908972480052111,2021-12-15,24681326,341.66
2021-12-16,META,338.98,344.46,333.74,334.9,22635025,-4.08,-1.2,338.02,0.36337730011398794,2021-12-16,22635025,334.9
2021-12-17,META,332.8,337.11,330.75,333.79,40012637,0.995,0.29748,333.6125,0.3588584921022637,2021-12-17,40012637,333.79
2021-12-20,META,329.78,329.9,322.53,325.45,17901800,-4.32,-1.31,326.915,0.32490636704119846,2021-12-20,17901800,325.45
2021-12-21,META,326.41,336.0,323.75,334.2,16116800,7.79,2.39,330.09,0.36052760136785533,2021-12-21,16116800,334.2
2021-12-22,META,333.8,334.51,328.26,330.45,16764600,-3.35,-1.0,331.755,0.3452613580850026,2021-12-22,16764600,330.45
2021-12-23,META,330.1,336.67,328.36,335.24,13987700,5.14,1.56,332.5925,0.36476143950496676,2021-12-23,13987700,335.24
2021-12-27,META,338.85,347.87,338.01,346.18,17795026,7.33,2.16,342.7275,0.4092981599088097,2021-12-27,17795026,346.18
2021-12-28,META,346.63,352.71,345.2,346.22,16637608,-0.41,-0.11828,347.69,0.40946099983716033,2021-12-28,16637608,346.22
2021-12-29,META,346.91,349.69,341.64,342.94,10747009,-3.97,-1.14,345.295,0.3961081257124248,2021-12-29,10747009,342.94
2021-12-30,META,344.0,347.23,343.22,344.36,10593347,0.36,0.10465,344.7025,0.40188894316886503,2021-12-30,10593347,344.36
2021-12-31,META,343.02,343.44,336.27,336.35,12870500,-6.66,-1.94,339.77,0.3692802475166912,2021-12-31,12870500,336.35
2022-01-03,META,338.3,341.08,337.19,338.54,14562849,0.245,0.07094295,338.7775,0.3781957335938775,2022-01-03,14562849,338.54
2022-01-04,META,339.95,343.09,331.87,336.53,15998000,-3.42,-1.01,337.86,0.3700130271942681,2022-01-04,15998000,336.53
2022-01-05,META,333.02,335.76,323.84,324.17,20564521,-8.85,-2.66,329.1975,0.31969548933398473,2022-01-05,20564521,324.17
2022-01-06,META,322.82,339.17,322.72,332.46,27962809,9.64,2.99,329.2925,0.3534440644846115,2022-01-06,27962809,332.46
2022-01-07,META,332.74,337.0,328.88,331.79,14722020,-0.95,-0.28551,332.6025,0.35071649568474195,2022-01-07,14722020,331.79
2022-01-10,META,325.31,328.34,315.43,328.07,24942400,2.76,0.84842,324.2875,0.3355723823481518,2022-01-10,24942400,328.07
2022-01-11,META,326.78,334.63,325.28,334.37,16226847,7.59,2.32,330.265,0.36121967106334485,2022-01-11,16226847,334.37
2022-01-12,META,335.18,336.37,330.03,333.26,14104900,-1.92,-0.57283,333.71,0.3567008630516202,2022-01-12,14104900,333.26
2022-01-13,META,334.98,335.63,325.76,326.48,14797109,-8.5,-2.54,330.7125,0.3290994951962223,2022-01-13,14797109,326.48
2022-01-14,META,321.79,332.73,321.21,331.9,16868500,10.11,3.14,326.9075,0.3511643054877056,2022-01-14,16868500,331.9
2022-01-18,META,323.29,324.21,317.64,318.15,22677332,-5.14,-1.59,320.8225,0.2951880801172446,2022-01-18,22677332,318.15
2022-01-19,META,319.58,327.1,319.33,319.59,20814740,0.0078,0.00312911,321.4,0.30105031753786027,2022-01-19,20814740,319.59
2022-01-20,META,323.9,327.82,315.98,316.56,16925030,-7.34,-2.27,321.065,0.2887151929653151,2022-01-20,16925030,316.56
2022-01-21,META,314.81,318.31,303.04,303.17,28710717,-11.64,-3.7,309.8325,0.23420452695000837,2022-01-21,28710717,303.17
2022-01-24,META,297.84,309.53,289.01,308.71,38936901,10.87,3.65,301.2725,0.25675785702654297,2022-01-24,38936901,308.71
2022-01-25,META,299.95,306.23,297.58,300.15,25108500,0.2,0.06667778,300.9775,0.2219101123595506,2022-01-25,25108500,300.15
2022-01-26,META,307.01,307.51,290.85,294.63,28348801,-12.38,-4.03,300.0,0.199438202247191,2022-01-26,28348801,294.63
2022-01-27,META,297.75,301.71,294.26,294.64,21629922,-3.11,-1.04,297.09,0.1994789122292786,2022-01-27,21629922,294.64
2022-01-28,META,295.62,301.9,293.03,301.71,21871620,6.09,2.06,298.065,0.2282608695652173,2022-01-28,21871620,301.71
2022-01-31,META,300.68,313.79,299.32,313.26,21579500,12.58,4.18,306.7625,0.2752808988764046,2022-01-31,21579500,313.26
2022-02-01,META,314.56,319.66,312.12,319.0,18023800,4.44,1.41,316.335,0.29864842859469154,2022-02-01,18023800,319.0
2022-02-02,META,327.82,328.0,316.87,323.0,58458300,-4.82,-1.47,323.9225,0.31493242142973465,2022-02-02,58458300,323.0
2022-02-03,META,244.65,248.0,235.75,237.76,188119925,-6.89,-2.82,241.54,-0.03207946588503496,2022-02-03,188119925,237.76
2022-02-04,META,234.97,242.61,230.11,237.09,89342247,2.12,0.90224,236.195,-0.03480703468490465,2022-02-04,89342247,237.09
2022-02-07,META,237.7,238.3,224.01,224.91,88613826,-12.79,-5.38,231.23,-0.08439179286761112,2022-02-07,88613826,224.91
2022-02-08,META,220.85,225.77,216.15,220.18,94729700,-0.67,-0.30337,220.7375,-0.10364761439504955,2022-02-08,94729700,220.18
2022-02-09,META,224.2,233.37,222.21,232.0,86563300,7.8,3.48,227.945,-0.0555284155674971,2022-02-09,86563300,232.0
2022-02-10,META,228.27,235.0,226.7,228.07,49310400,-0.2,-0.08761554,229.51,-0.07152743852792698,2022-02-10,49310400,228.07
2022-02-11,META,228.46,230.42,218.77,219.55,46156943,-8.91,-3.9,224.3,-0.10621234326656892,2022-02-11,46156943,219.55
2022-02-14,META,219.31,221.0,214.78,217.7,38184035,-1.61,-0.73412,218.1975,-0.1137436899527764,2022-02-14,38184035,217.7
2022-02-15,META,220.47,221.15,215.06,221.0,42685500,0.53,0.2404,219.42,-0.10030939586386578,2022-02-15,42685500,221.0
2022-02-16,META,212.41,217.46,212.36,216.54,45817500,4.13,1.94,214.6925,-0.11846604787493897,2022-02-16,45817500,216.54
2022-02-17,META,214.02,217.5,207.16,207.71,38747533,-6.31,-2.95,211.5975,-0.15441296205829658,2022-02-17,38747533,207.71
2022-02-18,META,209.39,210.75,205.18,206.16,37128438,-3.23,-1.54,207.87,-0.16072300928187588,2022-02-18,37128438,206.16
2022-02-22,META,202.34,207.48,200.06,202.08,39852400,-0.26,-0.1285,202.99,-0.17733268197361984,2022-02-22,39852400,202.08
2022-02-23,META,204.16,206.94,198.05,198.45,44481400,-5.71,-2.8,201.9,-0.19211040547142155,2022-02-23,44481400,198.45
2022-02-24,META,191.06,208.35,190.22,207.6,49957200,16.54,8.66,199.3075,-0.15486077186126035,2022-02-24,49957200,207.6
2022-02-25,META,204.94,211.32,203.18,210.48,37627600,5.54,2.7,207.48,-0.14313629702002928,2022-02-25,37627600,210.48
2022-02-28,META,207.68,213.15,206.83,211.03,34239803,3.35,1.61,209.6725,-0.14089724800521086,2022-02-28,34239803,211.03
2022-03-01,META,209.87,211.75,202.22,203.49,27094902,-6.38,-3.04,206.8325,-0.17159257449926713,2022-03-01,27094902,203.49
2022-03-02,META,204.78,209.15,202.02,208.11,29452147,3.34,1.63,206.015,-0.15278456277479224,2022-03-02,29452147,208.11
2022-03-03,META,209.02,209.08,201.42,202.97,27263524,-6.04,-2.89,205.6225,-0.17370949356782284,2022-03-03,27263524,202.97
2022-03-04,META,202.37,205.89,198.79,200.06,32146264,-2.31,-1.14,201.7775,-0.18555609835531672,2022-03-04,32146264,200.06
2022-03-07,META,200.79,200.89,187.28,187.47,38560609,-13.32,-6.63,194.1075,-0.23680996580361502,2022-03-07,38560609,187.47
2022-03-08,META,187.85,196.7,186.11,190.29,37508149,2.44,1.3,190.2375,-0.22532975085490958,2022-03-08,37508149,190.29
2022-03-09,META,195.74,199.1,193.92,198.5,31894700,2.76,1.41,196.815,-0.19190685556098352,2022-03-09,31894700,198.5
2022-03-10,META,194.84,196.28,191.07,195.21,24853000,0.37,0.1899,194.35,-0.20530043966780642,2022-03-10,24853000,195.21
2022-03-11,META,192.64,193.56,186.67,187.61,34694534,-5.02,-2.61,190.12,-0.23624002605438843,2022-03-11,34694534,187.61
2022-03-14,META,187.03,192.29,185.82,186.63,31010500,-0.4,-0.21387,187.9425,-0.2402296042989741,2022-03-14,31010500,186.63
2022-03-15,META,190.8,192.28,185.91,192.03,31721700,1.23,0.64465,190.255,-0.21824621397166577,2022-03-15,31721700,192.03
2022-03-16,META,194.7,203.73,194.52,203.63,40640300,8.93,4.59,199.145,-0.17102263475004065,2022-03-16,40640300,203.63
2022-03-17,META,201.7,208.04,201.11,207.84,29499700,6.14,3.04,204.6725,-0.1538837322911577,2022-03-17,29499700,207.84
2022-03-18,META,206.7,216.8,206.0,216.49,52128000,9.79,4.74,211.4975,-0.11866959778537689,2022-03-18,52128000,216.49
2022-03-21,META,214.5,214.71,207.63,211.49,30142338,-3.01,-1.4,212.0825,-0.13902458882918078,2022-03-21,30142338,211.49
2022-03-22,META,211.37,219.46,210.18,216.65,31998800,5.28,2.5,214.415,-0.1180182380719752,2022-03-22,31998800,216.65
2022-03-23,META,213.33,216.8,212.16,213.46,23717321,0.13,0.06093845,213.9375,-0.13100472235792204,2022-03-23,23717321,213.46
2022-03-24,META,215.0,220.67,214.79,219.57,31502314,4.57,2.13,217.5075,-0.10613092330239371,2022-03-24,31502314,219.57
2022-03-25,META,220.51,225.5,218.89,221.82,40039026,1.31,0.59408,221.68,-0.0969711773326819,2022-03-25,40039026,221.82
2022-03-28,META,222.13,224.04,219.54,223.59,26224141,1.46,0.65727,222.325,-0.08976551050317527,2022-03-28,26224141,223.59
2022-03-29,META,226.07,230.89,225.29,229.86,31417900,3.79,1.68,228.0275,-0.06424035173424514,2022-03-29,31417900,229.86
2022-03-30,META,228.91,231.15,226.71,227.85,25588046,-1.06,-0.46306,228.655,-0.07242305813385441,2022-03-30,25588046,227.85
2022-03-31,META,228.45,228.49,222.26,222.36,24192300,-6.09,-2.67,225.39,-0.09477283829995109,2022-03-31,24192300,222.36
2022-04-01,META,224.55,227.28,222.7,224.85,19544800,0.3,0.1336,224.845,-0.08463605276013675,2022-04-01,19544800,224.85
2022-04-04,META,225.98,234.35,225.86,233.89,28100826,7.91,3.5,230.02,-0.04783422895293932,2022-04-04,28100826,233.89
2022-04-05,META,234.08,236.86,231.02,231.84,29727200,-2.24,-0.95694,233.45,-0.05617977528089879,2022-04-05,29727200,231.84
2022-04-06,META,226.91,228.99,221.41,223.3,28995100,-3.61,-1.59,225.1525,-0.09094609998371594,2022-04-06,28995100,223.3
2022-04-07,META,223.93,225.52,218.56,222.95,21037200,-0.98,-0.43764,222.74,-0.09237094935678225,2022-04-07,21037200,222.95
2022-04-08,META,222.38,225.13,220.03,222.33,18375711,-0.05,-0.02248404,222.4675,-0.0948949682462139,2022-04-08,18375711,222.33
2022-04-11,META,218.42,220.61,215.22,216.46,20516600,-1.96,-0.89735,217.6775,-0.1187917277316397,2022-04-11,20516600,216.46
2022-04-12,META,220.24,222.03,213.13,214.14,20128827,-6.1,-2.77,217.385,-0.12823644357596486,2022-04-12,20128827,214.14
2022-04-13,META,211.82,216.61,211.33,214.99,19231816,3.17,1.5,213.6875,-0.12477609509851806,2022-04-13,19231816,214.99
2022-04-14,META,214.89,214.99,210.0,210.18,18379500,-4.71,-2.19,212.515,-0.14435759648265745,2022-04-14,18379500,210.18
2022-04-18,META,210.0,213.38,208.3,210.77,16580800,0.77,0.36667,210.6125,-0.1419557075394886,2022-04-18,16580800,210.77
2022-04-19,META,210.52,218.43,209.0,217.31,20089900,6.79,3.23,213.815,-0.11533137925419312,2022-04-19,20089900,217.31
2022-04-20,META,213.61,214.16,198.92,200.42,43036528,-13.19,-6.17,206.7775,-0.1840905390001628,2022-04-20,43036528,200.42
2022-04-21,META,201.6,202.97,185.58,188.07,49954100,-13.53,-6.71,194.555,-0.23436736687835857,2022-04-21,49954100,188.07
2022-04-22,META,190.37,192.72,183.27,184.11,36426800,-6.26,-3.29,187.6175,-0.25048851978505116,2022-04-22,36426800,184.11
2022-04-25,META,182.73,187.18,181.66,186.99,29281100,4.26,2.33,184.64,-0.2387640449438202,2022-04-25,29281100,186.99
2022-04-26,META,186.63,187.19,179.5,180.95,31747434,-5.68,-3.04,183.5675,-0.2633528741247354,2022-04-26,31747434,180.95
2022-04-27,META,174.43,181.21,169.0,174.95,71062900,0.52,0.29811,174.8975,-0.2877788633773001,2022-04-27,71062900,174.95
2022-04-28,META,202.92,208.53,192.9,205.73,100890600,2.81,1.38,202.52,-0.16247353851164303,2022-04-28,100890600,205.73
2022-04-29,META,204.46,212.48,199.9,200.47,49193434,-3.99,-1.95,204.3275,-0.18388698908972478,2022-04-29,49193434,200.47
